KOMK;BYST;ALDER;KØN;TID;INDHOLD
Faxe;5.000-9.999 indbyggere;40 år;Mænd;2023;0
Faxe;5.000-9.999 indbyggere;40 år;Kvinder;2023;0
Faxe;5.000-9.999 indbyggere;45 år;Mænd;2023;0
Faxe;5.000-9.999 indbyggere;45 år;Kvinder;2023;0
Faxe;5.000-9.999 indbyggere;50 år;Mænd;2023;0
Faxe;5.000-9.999 indbyggere;50 år;Kvinder;2023;0
Faxe;5.000-9.999 indbyggere;55 år;Mænd;2023;0
Faxe;5.000-9.999 indbyggere;55 år;Kvinder;2023;0
Faxe;5.000-9.999 indbyggere;60 år;Mænd;2023;0
Faxe;5.000-9.999 indbyggere;60 år;Kvinder;2023;0
Faxe;2.000-4.999 indbyggere;20 år;Mænd;2023;76
Faxe;2.000-4.999 indbyggere;20 år;Kvinder;2023;61
Faxe;2.000-4.999 indbyggere;25 år;Mænd;2023;61
Faxe;2.000-4.999 indbyggere;25 år;Kvinder;2023;51
Faxe;2.000-4.999 indbyggere;30 år;Mænd;2023;94
Faxe;2.000-4.999 indbyggere;30 år;Kvinder;2023;78
Faxe;2.000-4.999 indbyggere;35 år;Mænd;2023;73
Faxe;2.000-4.999 indbyggere;35 år;Kvinder;2023;76
Faxe;2.000-4.999 indbyggere;40 år;Mænd;2023;77
Faxe;2.000-4.999 indbyggere;40 år;Kvinder;2023;65
Faxe;2.000-4.999 indbyggere;45 år;Mænd;2023;85
Faxe;2.000-4.999 indbyggere;45 år;Kvinder;2023;73
Faxe;2.000-4.999 indbyggere;50 år;Mænd;2023;100
Faxe;2.000-4.999 indbyggere;50 år;Kvinder;2023;85
Faxe;2.000-4.999 indbyggere;55 år;Mænd;2023;123
Faxe;2.000-4.999 indbyggere;55 år;Kvinder;2023;99
Faxe;2.000-4.999 indbyggere;60 år;Mænd;2023;83
Faxe;2.000-4.999 indbyggere;60 år;Kvinder;2023;104
Faxe;1.000-1.999 indbyggere;20 år;Mænd;2023;0
Faxe;1.000-1.999 indbyggere;20 år;Kvinder;2023;0
Faxe;1.000-1.999 indbyggere;25 år;Mænd;2023;0
Faxe;1.000-1.999 indbyggere;25 år;Kvinder;2023;0
Faxe;1.000-1.999 indbyggere;30 år;Mænd;2023;0
Faxe;1.000-1.999 indbyggere;30 år;Kvinder;2023;0
Faxe;1.000-1.999 indbyggere;35 år;Mænd;2023;0
Faxe;1.000-1.999 indbyggere;35 år;Kvinder;2023;0
Faxe;1.000-1.999 indbyggere;40 år;Mænd;2023;0
Faxe;1.000-1.999 indbyggere;40 år;Kvinder;2023;0
Faxe;1.000-1.999 indbyggere;45 år;Mænd;2023;0
Faxe;1.000-1.999 indbyggere;45 år;Kvinder;2023;0
Faxe;1.000-1.999 indbyggere;50 år;Mænd;2023;0
Faxe;1.000-1.999 indbyggere;50 år;Kvinder;2023;0
Faxe;1.000-1.999 indbyggere;55 år;Mænd;2023;0
Faxe;1.000-1.999 indbyggere;55 år;Kvinder;2023;0
Faxe;1.000-1.999 indbyggere;60 år;Mænd;2023;0
Faxe;1.000-1.999 indbyggere;60 år;Kvinder;2023;0
Faxe;500-999 indbyggere;20 år;Mænd;2023;3
Faxe;500-999 indbyggere;20 år;Kvinder;2023;5
Faxe;500-999 indbyggere;25 år;Mænd;2023;8
Faxe;500-999 indbyggere;25 år;Kvinder;2023;2
Faxe;500-999 indbyggere;30 år;Mænd;2023;10
Faxe;500-999 indbyggere;30 år;Kvinder;2023;8
Faxe;500-999 indbyggere;35 år;Mænd;2023;7
Faxe;500-999 indbyggere;35 år;Kvinder;2023;7
Faxe;500-999 indbyggere;40 år;Mænd;2023;8
Faxe;500-999 indbyggere;40 år;Kvinder;2023;4
Faxe;500-999 indbyggere;45 år;Mænd;2023;4
Faxe;500-999 indbyggere;45 år;Kvinder;2023;6
Faxe;500-999 indbyggere;50 år;Mænd;2023;10
Faxe;500-999 indbyggere;50 år;Kvinder;2023;7
Faxe;500-999 indbyggere;55 år;Mænd;2023;4
Faxe;500-999 indbyggere;55 år;Kvinder;2023;13
Faxe;500-999 indbyggere;60 år;Mænd;2023;10
Faxe;500-999 indbyggere;60 år;Kvinder;2023;7
Faxe;250-499 indbyggere;20 år;Mænd;2023;0
Faxe;250-499 indbyggere;20 år;Kvinder;2023;1
Faxe;250-499 indbyggere;25 år;Mænd;2023;2
Faxe;250-499 indbyggere;25 år;Kvinder;2023;1
Faxe;250-499 indbyggere;30 år;Mænd;2023;1
Faxe;250-499 indbyggere;30 år;Kvinder;2023;1
Faxe;250-499 indbyggere;35 år;Mænd;2023;1
Faxe;250-499 indbyggere;35 år;Kvinder;2023;4
Faxe;250-499 indbyggere;40 år;Mænd;2023;2
Faxe;250-499 indbyggere;40 år;Kvinder;2023;2
Faxe;250-499 indbyggere;45 år;Mænd;2023;1
Faxe;250-499 indbyggere;45 år;Kvinder;2023;3
Faxe;250-499 indbyggere;50 år;Mænd;2023;3
Faxe;250-499 indbyggere;50 år;Kvinder;2023;3
Faxe;250-499 indbyggere;55 år;Mænd;2023;3
Faxe;250-499 indbyggere;55 år;Kvinder;2023;0
Faxe;250-499 indbyggere;60 år;Mænd;2023;5
Faxe;250-499 indbyggere;60 år;Kvinder;2023;7
Faxe;200-249 indbyggere;20 år;Mænd;2023;2
Faxe;200-249 indbyggere;20 år;Kvinder;2023;1
Faxe;200-249 indbyggere;25 år;Mænd;2023;2
Faxe;200-249 indbyggere;25 år;Kvinder;2023;1
Faxe;200-249 indbyggere;30 år;Mænd;2023;5
Faxe;200-249 indbyggere;30 år;Kvinder;2023;1
Faxe;200-249 indbyggere;35 år;Mænd;2023;1
Faxe;200-249 indbyggere;35 år;Kvinder;2023;3
Faxe;200-249 indbyggere;40 år;Mænd;2023;2
Faxe;200-249 indbyggere;40 år;Kvinder;2023;1
Faxe;200-249 indbyggere;45 år;Mænd;2023;2
Faxe;200-249 indbyggere;45 år;Kvinder;2023;3
Faxe;200-249 indbyggere;50 år;Mænd;2023;3
Faxe;200-249 indbyggere;50 år;Kvinder;2023;2
Faxe;200-249 indbyggere;55 år;Mænd;2023;7
Faxe;200-249 indbyggere;55 år;Kvinder;2023;4
Faxe;200-249 indbyggere;60 år;Mænd;2023;4
Faxe;200-249 indbyggere;60 år;Kvinder;2023;2
Faxe;Landdistrikter;20 år;Mænd;2023;38
Faxe;Landdistrikter;20 år;Kvinder;2023;25
Faxe;Landdistrikter;25 år;Mænd;2023;38
Faxe;Landdistrikter;25 år;Kvinder;2023;26
Faxe;Landdistrikter;30 år;Mænd;2023;51
Faxe;Landdistrikter;30 år;Kvinder;2023;66
Faxe;Landdistrikter;35 år;Mænd;2023;72
Faxe;Landdistrikter;35 år;Kvinder;2023;41
Faxe;Landdistrikter;40 år;Mænd;2023;40
Faxe;Landdistrikter;40 år;Kvinder;2023;44
Faxe;Landdistrikter;45 år;Mænd;2023;70
Faxe;Landdistrikter;45 år;Kvinder;2023;50
Faxe;Landdistrikter;50 år;Mænd;2023;86
Faxe;Landdistrikter;50 år;Kvinder;2023;63
Faxe;Landdistrikter;55 år;Mænd;2023;79
Faxe;Landdistrikter;55 år;Kvinder;2023;80
Faxe;Landdistrikter;60 år;Mænd;2023;88
Faxe;Landdistrikter;60 år;Kvinder;2023;84
Faxe;Uden fast bopæl;20 år;Mænd;2023;0
Faxe;Uden fast bopæl;20 år;Kvinder;2023;0
Faxe;Uden fast bopæl;25 år;Mænd;2023;1
Faxe;Uden fast bopæl;25 år;Kvinder;2023;0
Faxe;Uden fast bopæl;30 år;Mænd;2023;0
Faxe;Uden fast bopæl;30 år;Kvinder;2023;0
Faxe;Uden fast bopæl;35 år;Mænd;2023;1
Faxe;Uden fast bopæl;35 år;Kvinder;2023;1
Faxe;Uden fast bopæl;40 år;Mænd;2023;2
Faxe;Uden fast bopæl;40 år;Kvinder;2023;0
Faxe;Uden fast bopæl;45 år;Mænd;2023;2
Faxe;Uden fast bopæl;45 år;Kvinder;2023;0
Faxe;Uden fast bopæl;50 år;Mænd;2023;3
Faxe;Uden fast bopæl;50 år;Kvinder;2023;0
Faxe;Uden fast bopæl;55 år;Mænd;2023;0
Faxe;Uden fast bopæl;55 år;Kvinder;2023;0
Faxe;Uden fast bopæl;60 år;Mænd;2023;0
Faxe;Uden fast bopæl;60 år;Kvinder;2023;0
Guldborgsund;Hovedstadsområdet;20 år;Mænd;2023;0
Guldborgsund;Hovedstadsområdet;20 år;Kvinder;2023;0
Guldborgsund;Hovedstadsområdet;25 år;Mænd;2023;0
Guldborgsund;Hovedstadsområdet;25 år;Kvinder;2023;0
Guldborgsund;Hovedstadsområdet;30 år;Mænd;2023;0
Guldborgsund;Hovedstadsområdet;30 år;Kvinder;2023;0
Guldborgsund;Hovedstadsområdet;35 år;Mænd;2023;0
Guldborgsund;Hovedstadsområdet;35 år;Kvinder;2023;0
Guldborgsund;Hovedstadsområdet;40 år;Mænd;2023;0
Guldborgsund;Hovedstadsområdet;40 år;Kvinder;2023;0
Guldborgsund;Hovedstadsområdet;45 år;Mænd;2023;0
Guldborgsund;Hovedstadsområdet;45 år;Kvinder;2023;0
Guldborgsund;Hovedstadsområdet;50 år;Mænd;2023;0
Guldborgsund;Hovedstadsområdet;50 år;Kvinder;2023;0
Guldborgsund;Hovedstadsområdet;55 år;Mænd;2023;0
Guldborgsund;Hovedstadsområdet;55 år;Kvinder;2023;0
Guldborgsund;Hovedstadsområdet;60 år;Mænd;2023;0
Guldborgsund;Hovedstadsområdet;60 år;Kvinder;2023;0
Guldborgsund;100.000 indbyggere og derover;20 år;Mænd;2023;0
Guldborgsund;100.000 indbyggere og derover;20 år;Kvinder;2023;0
Guldborgsund;100.000 indbyggere og derover;25 år;Mænd;2023;0
Guldborgsund;100.000 indbyggere og derover;25 år;Kvinder;2023;0
Guldborgsund;100.000 indbyggere og derover;30 år;Mænd;2023;0
Guldborgsund;100.000 indbyggere og derover;30 år;Kvinder;2023;0
Guldborgsund;100.000 indbyggere og derover;35 år;Mænd;2023;0
Guldborgsund;100.000 indbyggere og derover;35 år;Kvinder;2023;0
Guldborgsund;100.000 indbyggere og derover;40 år;Mænd;2023;0
Guldborgsund;100.000 indbyggere og derover;40 år;Kvinder;2023;0
Guldborgsund;100.000 indbyggere og derover;45 år;Mænd;2023;0
Guldborgsund;100.000 indbyggere og derover;45 år;Kvinder;2023;0
Guldborgsund;100.000 indbyggere og derover;50 år;Mænd;2023;0
Guldborgsund;100.000 indbyggere og derover;50 år;Kvinder;2023;0
Guldborgsund;100.000 indbyggere og derover;55 år;Mænd;2023;0
Guldborgsund;100.000 indbyggere og derover;55 år;Kvinder;2023;0
Guldborgsund;100.000 indbyggere og derover;60 år;Mænd;2023;0
Guldborgsund;100.000 indbyggere og derover;60 år;Kvinder;2023;0
Guldborgsund;50.000-99.999 indbyggere;20 år;Mænd;2023;0
Guldborgsund;50.000-99.999 indbyggere;20 år;Kvinder;2023;0
Guldborgsund;50.000-99.999 indbyggere;25 år;Mænd;2023;0
Guldborgsund;50.000-99.999 indbyggere;25 år;Kvinder;2023;0
Guldborgsund;50.000-99.999 indbyggere;30 år;Mænd;2023;0
Guldborgsund;50.000-99.999 indbyggere;30 år;Kvinder;2023;0
Guldborgsund;50.000-99.999 indbyggere;35 år;Mænd;2023;0
Guldborgsund;50.000-99.999 indbyggere;35 år;Kvinder;2023;0
Guldborgsund;50.000-99.999 indbyggere;40 år;Mænd;2023;0
Guldborgsund;50.000-99.999 indbyggere;40 år;Kvinder;2023;0
Guldborgsund;50.000-99.999 indbyggere;45 år;Mænd;2023;0
Guldborgsund;50.000-99.999 indbyggere;45 år;Kvinder;2023;0
Guldborgsund;50.000-99.999 indbyggere;50 år;Mænd;2023;0
Guldborgsund;50.000-99.999 indbyggere;50 år;Kvinder;2023;0
Guldborgsund;50.000-99.999 indbyggere;55 år;Mænd;2023;0
Guldborgsund;50.000-99.999 indbyggere;55 år;Kvinder;2023;0
Guldborgsund;50.000-99.999 indbyggere;60 år;Mænd;2023;0
Guldborgsund;50.000-99.999 indbyggere;60 år;Kvinder;2023;0
Guldborgsund;20.000-49.999 indbyggere;20 år;Mænd;2023;0
Guldborgsund;20.000-49.999 indbyggere;20 år;Kvinder;2023;0
Guldborgsund;20.000-49.999 indbyggere;25 år;Mænd;2023;0
Guldborgsund;20.000-49.999 indbyggere;25 år;Kvinder;2023;0
Guldborgsund;20.000-49.999 indbyggere;30 år;Mænd;2023;0
Guldborgsund;20.000-49.999 indbyggere;30 år;Kvinder;2023;0
Guldborgsund;20.000-49.999 indbyggere;35 år;Mænd;2023;0
Guldborgsund;20.000-49.999 indbyggere;35 år;Kvinder;2023;0
Guldborgsund;20.000-49.999 indbyggere;40 år;Mænd;2023;0
Guldborgsund;20.000-49.999 indbyggere;40 år;Kvinder;2023;0
Guldborgsund;20.000-49.999 indbyggere;45 år;Mænd;2023;0
Guldborgsund;20.000-49.999 indbyggere;45 år;Kvinder;2023;0
Guldborgsund;20.000-49.999 indbyggere;50 år;Mænd;2023;0
Guldborgsund;20.000-49.999 indbyggere;50 år;Kvinder;2023;0
Guldborgsund;20.000-49.999 indbyggere;55 år;Mænd;2023;0
Guldborgsund;20.000-49.999 indbyggere;55 år;Kvinder;2023;0
Guldborgsund;20.000-49.999 indbyggere;60 år;Mænd;2023;0
Guldborgsund;20.000-49.999 indbyggere;60 år;Kvinder;2023;0
Guldborgsund;10.000-19.999 indbyggere;20 år;Mænd;2023;135
Guldborgsund;10.000-19.999 indbyggere;20 år;Kvinder;2023;137
Guldborgsund;10.000-19.999 indbyggere;25 år;Mænd;2023;104
Guldborgsund;10.000-19.999 indbyggere;25 år;Kvinder;2023;130
Guldborgsund;10.000-19.999 indbyggere;30 år;Mænd;2023;101
Guldborgsund;10.000-19.999 indbyggere;30 år;Kvinder;2023;104
Guldborgsund;10.000-19.999 indbyggere;35 år;Mænd;2023;96
Guldborgsund;10.000-19.999 indbyggere;35 år;Kvinder;2023;80
Guldborgsund;10.000-19.999 indbyggere;40 år;Mænd;2023;71
Guldborgsund;10.000-19.999 indbyggere;40 år;Kvinder;2023;98
Guldborgsund;10.000-19.999 indbyggere;45 år;Mænd;2023;100
Guldborgsund;10.000-19.999 indbyggere;45 år;Kvinder;2023;88
Guldborgsund;10.000-19.999 indbyggere;50 år;Mænd;2023;91
Guldborgsund;10.000-19.999 indbyggere;50 år;Kvinder;2023;104
Guldborgsund;10.000-19.999 indbyggere;55 år;Mænd;2023;105
Guldborgsund;10.000-19.999 indbyggere;55 år;Kvinder;2023;114
Guldborgsund;10.000-19.999 indbyggere;60 år;Mænd;2023;103
Guldborgsund;10.000-19.999 indbyggere;60 år;Kvinder;2023;119
Guldborgsund;5.000-9.999 indbyggere;20 år;Mænd;2023;0
Guldborgsund;5.000-9.999 indbyggere;20 år;Kvinder;2023;0
Guldborgsund;5.000-9.999 indbyggere;25 år;Mænd;2023;0
Guldborgsund;5.000-9.999 indbyggere;25 år;Kvinder;2023;0
Guldborgsund;5.000-9.999 indbyggere;30 år;Mænd;2023;0
Guldborgsund;5.000-9.999 indbyggere;30 år;Kvinder;2023;0
Guldborgsund;5.000-9.999 indbyggere;35 år;Mænd;2023;0
Guldborgsund;5.000-9.999 indbyggere;35 år;Kvinder;2023;0
Guldborgsund;5.000-9.999 indbyggere;40 år;Mænd;2023;0
Guldborgsund;5.000-9.999 indbyggere;40 år;Kvinder;2023;0
Guldborgsund;5.000-9.999 indbyggere;45 år;Mænd;2023;0
Guldborgsund;5.000-9.999 indbyggere;45 år;Kvinder;2023;0
Guldborgsund;5.000-9.999 indbyggere;50 år;Mænd;2023;0
Guldborgsund;5.000-9.999 indbyggere;50 år;Kvinder;2023;0
Guldborgsund;5.000-9.999 indbyggere;55 år;Mænd;2023;0
Guldborgsund;5.000-9.999 indbyggere;55 år;Kvinder;2023;0
Guldborgsund;5.000-9.999 indbyggere;60 år;Mænd;2023;0
Guldborgsund;5.000-9.999 indbyggere;60 år;Kvinder;2023;0
Guldborgsund;2.000-4.999 indbyggere;20 år;Mænd;2023;59
Guldborgsund;2.000-4.999 indbyggere;20 år;Kvinder;2023;55
Guldborgsund;2.000-4.999 indbyggere;25 år;Mænd;2023;44
Guldborgsund;2.000-4.999 indbyggere;25 år;Kvinder;2023;44
Guldborgsund;2.000-4.999 indbyggere;30 år;Mænd;2023;52
Guldborgsund;2.000-4.999 indbyggere;30 år;Kvinder;2023;60
Guldborgsund;2.000-4.999 indbyggere;35 år;Mænd;2023;67
Guldborgsund;2.000-4.999 indbyggere;35 år;Kvinder;2023;52
Guldborgsund;2.000-4.999 indbyggere;40 år;Mænd;2023;62
Guldborgsund;2.000-4.999 indbyggere;40 år;Kvinder;2023;57
Guldborgsund;2.000-4.999 indbyggere;45 år;Mænd;2023;63
Guldborgsund;2.000-4.999 indbyggere;45 år;Kvinder;2023;74
Guldborgsund;2.000-4.999 indbyggere;50 år;Mænd;2023;70
Guldborgsund;2.000-4.999 indbyggere;50 år;Kvinder;2023;82
Guldborgsund;2.000-4.999 indbyggere;55 år;Mænd;2023;84
Guldborgsund;2.000-4.999 indbyggere;55 år;Kvinder;2023;95
Guldborgsund;2.000-4.999 indbyggere;60 år;Mænd;2023;83
Guldborgsund;2.000-4.999 indbyggere;60 år;Kvinder;2023;69
Guldborgsund;1.000-1.999 indbyggere;20 år;Mænd;2023;34
Guldborgsund;1.000-1.999 indbyggere;20 år;Kvinder;2023;15
Guldborgsund;1.000-1.999 indbyggere;25 år;Mænd;2023;19
Guldborgsund;1.000-1.999 indbyggere;25 år;Kvinder;2023;22
Guldborgsund;1.000-1.999 indbyggere;30 år;Mænd;2023;29
Guldborgsund;1.000-1.999 indbyggere;30 år;Kvinder;2023;40
Guldborgsund;1.000-1.999 indbyggere;35 år;Mænd;2023;34
Guldborgsund;1.000-1.999 indbyggere;35 år;Kvinder;2023;30
Guldborgsund;1.000-1.999 indbyggere;40 år;Mænd;2023;34
Guldborgsund;1.000-1.999 indbyggere;40 år;Kvinder;2023;35
Guldborgsund;1.000-1.999 indbyggere;45 år;Mænd;2023;37
Guldborgsund;1.000-1.999 indbyggere;45 år;Kvinder;2023;37
Guldborgsund;1.000-1.999 indbyggere;50 år;Mænd;2023;31
Guldborgsund;1.000-1.999 indbyggere;50 år;Kvinder;2023;55
Guldborgsund;1.000-1.999 indbyggere;55 år;Mænd;2023;52
Guldborgsund;1.000-1.999 indbyggere;55 år;Kvinder;2023;45
Guldborgsund;1.000-1.999 indbyggere;60 år;Mænd;2023;44
Guldborgsund;1.000-1.999 indbyggere;60 år;Kvinder;2023;43
Guldborgsund;500-999 indbyggere;20 år;Mænd;2023;9
Guldborgsund;500-999 indbyggere;20 år;Kvinder;2023;10
Guldborgsund;500-999 indbyggere;25 år;Mænd;2023;14
Guldborgsund;500-999 indbyggere;25 år;Kvinder;2023;11
Guldborgsund;500-999 indbyggere;30 år;Mænd;2023;18
Guldborgsund;500-999 indbyggere;30 år;Kvinder;2023;26
Guldborgsund;500-999 indbyggere;35 år;Mænd;2023;20
Guldborgsund;500-999 indbyggere;35 år;Kvinder;2023;17
Guldborgsund;500-999 indbyggere;40 år;Mænd;2023;21
Guldborgsund;500-999 indbyggere;40 år;Kvinder;2023;11
Guldborgsund;500-999 indbyggere;45 år;Mænd;2023;12
Guldborgsund;500-999 indbyggere;45 år;Kvinder;2023;18
Guldborgsund;500-999 indbyggere;50 år;Mænd;2023;19
Guldborgsund;500-999 indbyggere;50 år;Kvinder;2023;28
Guldborgsund;500-999 indbyggere;55 år;Mænd;2023;30
Guldborgsund;500-999 indbyggere;55 år;Kvinder;2023;19
Guldborgsund;500-999 indbyggere;60 år;Mænd;2023;52
Guldborgsund;500-999 indbyggere;60 år;Kvinder;2023;32
Guldborgsund;250-499 indbyggere;20 år;Mænd;2023;9
Guldborgsund;250-499 indbyggere;20 år;Kvinder;2023;9
Guldborgsund;250-499 indbyggere;25 år;Mænd;2023;8
Guldborgsund;250-499 indbyggere;25 år;Kvinder;2023;9
Guldborgsund;250-499 indbyggere;30 år;Mænd;2023;8
Guldborgsund;250-499 indbyggere;30 år;Kvinder;2023;14
Guldborgsund;250-499 indbyggere;35 år;Mænd;2023;19
Guldborgsund;250-499 indbyggere;35 år;Kvinder;2023;13
Guldborgsund;250-499 indbyggere;40 år;Mænd;2023;5
Guldborgsund;250-499 indbyggere;40 år;Kvinder;2023;12
Guldborgsund;250-499 indbyggere;45 år;Mænd;2023;17
Guldborgsund;250-499 indbyggere;45 år;Kvinder;2023;14
Guldborgsund;250-499 indbyggere;50 år;Mænd;2023;18
Guldborgsund;250-499 indbyggere;50 år;Kvinder;2023;15
Guldborgsund;250-499 indbyggere;55 år;Mænd;2023;20
Guldborgsund;250-499 indbyggere;55 år;Kvinder;2023;14
Guldborgsund;250-499 indbyggere;60 år;Mænd;2023;29
Guldborgsund;250-499 indbyggere;60 år;Kvinder;2023;18
Guldborgsund;200-249 indbyggere;20 år;Mænd;2023;0
Guldborgsund;200-249 indbyggere;20 år;Kvinder;2023;3
Guldborgsund;200-249 indbyggere;25 år;Mænd;2023;1
Guldborgsund;200-249 indbyggere;25 år;Kvinder;2023;8
Guldborgsund;200-249 indbyggere;30 år;Mænd;2023;4
Guldborgsund;200-249 indbyggere;30 år;Kvinder;2023;6
Guldborgsund;200-249 indbyggere;35 år;Mænd;2023;4
Guldborgsund;200-249 indbyggere;35 år;Kvinder;2023;4
Guldborgsund;200-249 indbyggere;40 år;Mænd;2023;3
Guldborgsund;200-249 indbyggere;40 år;Kvinder;2023;7
Guldborgsund;200-249 indbyggere;45 år;Mænd;2023;5
Guldborgsund;200-249 indbyggere;45 år;Kvinder;2023;2
Guldborgsund;200-249 indbyggere;50 år;Mænd;2023;8
Guldborgsund;200-249 indbyggere;50 år;Kvinder;2023;10
Guldborgsund;200-249 indbyggere;55 år;Mænd;2023;5
Guldborgsund;200-249 indbyggere;55 år;Kvinder;2023;3
Guldborgsund;200-249 indbyggere;60 år;Mænd;2023;12
Guldborgsund;200-249 indbyggere;60 år;Kvinder;2023;9
Guldborgsund;Landdistrikter;20 år;Mænd;2023;74
Guldborgsund;Landdistrikter;20 år;Kvinder;2023;71
Guldborgsund;Landdistrikter;25 år;Mænd;2023;72
Guldborgsund;Landdistrikter;25 år;Kvinder;2023;54
Guldborgsund;Landdistrikter;30 år;Mænd;2023;88
Guldborgsund;Landdistrikter;30 år;Kvinder;2023;79
Guldborgsund;Landdistrikter;35 år;Mænd;2023;84
Guldborgsund;Landdistrikter;35 år;Kvinder;2023;61
Guldborgsund;Landdistrikter;40 år;Mænd;2023;114
Guldborgsund;Landdistrikter;40 år;Kvinder;2023;77
Guldborgsund;Landdistrikter;45 år;Mænd;2023;117
Guldborgsund;Landdistrikter;45 år;Kvinder;2023;91
Guldborgsund;Landdistrikter;50 år;Mænd;2023;135
Guldborgsund;Landdistrikter;50 år;Kvinder;2023;142
Guldborgsund;Landdistrikter;55 år;Mænd;2023;165
Guldborgsund;Landdistrikter;55 år;Kvinder;2023;132
Guldborgsund;Landdistrikter;60 år;Mænd;2023;156
Guldborgsund;Landdistrikter;60 år;Kvinder;2023;149
Guldborgsund;Uden fast bopæl;20 år;Mænd;2023;1
Guldborgsund;Uden fast bopæl;20 år;Kvinder;2023;0
Guldborgsund;Uden fast bopæl;25 år;Mænd;2023;1
Guldborgsund;Uden fast bopæl;25 år;Kvinder;2023;0
Guldborgsund;Uden fast bopæl;30 år;Mænd;2023;1
Guldborgsund;Uden fast bopæl;30 år;Kvinder;2023;0
Guldborgsund;Uden fast bopæl;35 år;Mænd;2023;0
Guldborgsund;Uden fast bopæl;35 år;Kvinder;2023;0
Guldborgsund;Uden fast bopæl;40 år;Mænd;2023;0
Guldborgsund;Uden fast bopæl;40 år;Kvinder;2023;1
Guldborgsund;Uden fast bopæl;45 år;Mænd;2023;1
Guldborgsund;Uden fast bopæl;45 år;Kvinder;2023;1
Guldborgsund;Uden fast bopæl;50 år;Mænd;2023;0
Guldborgsund;Uden fast bopæl;50 år;Kvinder;2023;0
Guldborgsund;Uden fast bopæl;55 år;Mænd;2023;0
Guldborgsund;Uden fast bopæl;55 år;Kvinder;2023;1
Guldborgsund;Uden fast bopæl;60 år;Mænd;2023;0
Guldborgsund;Uden fast bopæl;60 år;Kvinder;2023;0
Holbæk;Hovedstadsområdet;20 år;Mænd;2023;0
Holbæk;Hovedstadsområdet;20 år;Kvinder;2023;0
Holbæk;Hovedstadsområdet;25 år;Mænd;2023;0
Holbæk;Hovedstadsområdet;25 år;Kvinder;2023;0
Holbæk;Hovedstadsområdet;30 år;Mænd;2023;0
Holbæk;Hovedstadsområdet;30 år;Kvinder;2023;0
Holbæk;Hovedstadsområdet;35 år;Mænd;2023;0
Holbæk;Hovedstadsområdet;35 år;Kvinder;2023;0
Holbæk;Hovedstadsområdet;40 år;Mænd;2023;0
Holbæk;Hovedstadsområdet;40 år;Kvinder;2023;0
Holbæk;Hovedstadsområdet;45 år;Mænd;2023;0
Holbæk;Hovedstadsområdet;45 år;Kvinder;2023;0
Holbæk;Hovedstadsområdet;50 år;Mænd;2023;0
Holbæk;Hovedstadsområdet;50 år;Kvinder;2023;0
Holbæk;Hovedstadsområdet;55 år;Mænd;2023;0
Holbæk;Hovedstadsområdet;55 år;Kvinder;2023;0
Holbæk;Hovedstadsområdet;60 år;Mænd;2023;0
Holbæk;Hovedstadsområdet;60 år;Kvinder;2023;0
Holbæk;100.000 indbyggere og derover;20 år;Mænd;2023;0
Holbæk;100.000 indbyggere og derover;20 år;Kvinder;2023;0
Holbæk;100.000 indbyggere og derover;25 år;Mænd;2023;0
Holbæk;100.000 indbyggere og derover;25 år;Kvinder;2023;0
Holbæk;100.000 indbyggere og derover;30 år;Mænd;2023;0
Holbæk;100.000 indbyggere og derover;30 år;Kvinder;2023;0
Holbæk;100.000 indbyggere og derover;35 år;Mænd;2023;0
Holbæk;100.000 indbyggere og derover;35 år;Kvinder;2023;0
Holbæk;100.000 indbyggere og derover;40 år;Mænd;2023;0
Holbæk;100.000 indbyggere og derover;40 år;Kvinder;2023;0
Holbæk;100.000 indbyggere og derover;45 år;Mænd;2023;0
Holbæk;100.000 indbyggere og derover;45 år;Kvinder;2023;0
Holbæk;100.000 indbyggere og derover;50 år;Mænd;2023;0
Holbæk;100.000 indbyggere og derover;50 år;Kvinder;2023;0
Holbæk;100.000 indbyggere og derover;55 år;Mænd;2023;0
Holbæk;100.000 indbyggere og derover;55 år;Kvinder;2023;0
Holbæk;100.000 indbyggere og derover;60 år;Mænd;2023;0
Holbæk;100.000 indbyggere og derover;60 år;Kvinder;2023;0
Holbæk;50.000-99.999 indbyggere;20 år;Mænd;2023;0
Holbæk;50.000-99.999 indbyggere;20 år;Kvinder;2023;0
Holbæk;50.000-99.999 indbyggere;25 år;Mænd;2023;0
Holbæk;50.000-99.999 indbyggere;25 år;Kvinder;2023;0
Holbæk;50.000-99.999 indbyggere;30 år;Mænd;2023;0
Holbæk;50.000-99.999 indbyggere;30 år;Kvinder;2023;0
Holbæk;50.000-99.999 indbyggere;35 år;Mænd;2023;0
Holbæk;50.000-99.999 indbyggere;35 år;Kvinder;2023;0
Holbæk;50.000-99.999 indbyggere;40 år;Mænd;2023;0
Holbæk;50.000-99.999 indbyggere;40 år;Kvinder;2023;0
Holbæk;50.000-99.999 indbyggere;45 år;Mænd;2023;0
Holbæk;50.000-99.999 indbyggere;45 år;Kvinder;2023;0
Holbæk;50.000-99.999 indbyggere;50 år;Mænd;2023;0
Holbæk;50.000-99.999 indbyggere;50 år;Kvinder;2023;0
Holbæk;50.000-99.999 indbyggere;55 år;Mænd;2023;0
Holbæk;50.000-99.999 indbyggere;55 år;Kvinder;2023;0
